Id,MSSubClass_60,MSSubClass_20,MSSubClass_70,MSSubClass_50,MSSubClass_190,MSSubClass_45,MSSubClass_90,MSSubClass_120,MSSubClass_30,MSSubClass_85,MSSubClass_80,MSSubClass_160,MSSubClass_75,MSSubClass_180,MSSubClass_40,MSZoning_RL,MSZoning_RM,"MSZoning_C (all)",MSZoning_FV,MSZoning_RH,LotFrontage,LotArea,Street_Pave,Street_Grvl,Alley_NA,Alley_Grvl,Alley_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LotShape_IR3,LandContour_Lvl,LandContour_Bnk,LandContour_Low,LandContour_HLS,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Inside,LotConfig_FR2,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_WdShngl,RoofMatl_Metal,RoofMatl_WdShake,RoofMatl_Membran,RoofMatl_Tar&Grv,RoofMatl_Roll,RoofMatl_ClyTile,Exterior1st_VinylSd,Exterior1st_MetalSd,"Exterior1st_Wd Sdng",Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_AsbShng,Exterior1st_Stucco,Exterior1st_BrkComm,Exterior1st_AsphShn,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_CBlock,Exterior2nd_VinylSd,Exterior2nd_MetalSd,"Exterior2nd_Wd Shng",Exterior2nd_HdBoard,Exterior2nd_Plywood,"Exterior2nd_Wd Sdng",Exterior2nd_CmentBd,Exterior2nd_BrkFace,Exterior2nd_Stucco,Exterior2nd_AsbShng,"Exterior2nd_Brk Cmn",Exterior2nd_ImStucc,Exterior2nd_AsphShn,Exterior2nd_Stone,Exterior2nd_Other,Exterior2nd_CBlock,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_BrkCmn,MasVnrType_NA,MasVnrArea,ExterQual_Gd,ExterQual_TA,ExterQual_Ex,ExterQual_Fa,ExterCond_TA,ExterCond_Gd,ExterCond_Fa,ExterCond_Po,ExterCond_Ex,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,Foundation_Wood,Foundation_Slab,Foundation_Stone,BsmtQual_Gd,BsmtQual_TA,BsmtQual_Ex,BsmtQual_NA,BsmtQual_Fa,BsmtCond_TA,BsmtCond_Gd,BsmtCond_NA,BsmtCond_Fa,BsmtCond_Po,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_NA,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_NA,BsmtFinType1_LwQ,BsmtFinSF1,BsmtFinType2_Unf,BsmtFinType2_BLQ,BsmtFinType2_NA,BsmtFinType2_ALQ,BsmtFinType2_Rec,BsmtFinType2_LwQ,BsmtFinType2_GLQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Heating_OthW,Heating_Floor,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_TA,HeatingQC_Fa,HeatingQC_Po,CentralAir_Y,CentralAir_N,Electrical_SBrkr,Electrical_FuseF,Electrical_FuseA,Electrical_FuseP,Electrical_Mix,Electrical_NA,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa,TotRmsAbvGrd,Functional_Typ,Functional_Min1,Functional_Maj1,Functional_Min2,Functional_Mod,Functional_Maj2,Functional_Sev,Fireplaces,FireplaceQu_NA,FireplaceQu_TA,FireplaceQu_Gd,FireplaceQu_Fa,FireplaceQu_Ex,FireplaceQu_Po,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_NA,GarageType_Basment,GarageType_2Types,GarageYrBlt,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,GarageFinish_NA,GarageCars,GarageArea,GarageQual_TA,GarageQual_Fa,GarageQual_Gd,GarageQual_NA,GarageQual_Ex,GarageQual_Po,GarageCond_TA,GarageCond_Fa,GarageCond_NA,GarageCond_Gd,GarageCond_Po,GarageCond_Ex,PavedDrive_Y,PavedDrive_N,PavedDrive_P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC_NA,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,Fence_NA,Fence_MnPrv,Fence_GdWo,Fence_GdPrv,Fence_MnWw,MiscFeature_NA,MiscFeature_Shed,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_TenC,MiscVal,MoSold,YrSold,SaleType_WD,SaleType_New,SaleType_COD,SaleType_ConLD,SaleType_ConLI,SaleType_CWD,SaleType_ConLw,SaleType_Con,SaleType_Oth,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SalePrice,LogSalePrice
305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,87,18386,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,9,1880,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1470,1470,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1675,1818,0,3493,0,0,3,0,3,1,1,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2003,0,1,0,0,3,870,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,302,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295000,12.594730635322
306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,10386,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2004,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,246,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1464,1,0,0,0,0,0,0,0,536,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2000,0,0,2000,1,0,2,0,3,1,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2004,0,0,1,0,3,888,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,168,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,305900,12.631013530139
307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116,13474,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,5,1990,1991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,246,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,700,1,0,0,0,0,0,0,0,0,700,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1122,1121,0,2243,1,0,2,1,4,1,1,0,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1990,1,0,0,0,3,746,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,127,44,224,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225000,12.3238556811866
308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7920,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1920,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,319,319,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1035,371,0,1406,0,0,1,0,3,1,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,144,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89500,11.4019939042629
309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,12342,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,1940,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,262,1,0,0,0,0,0,0,0,599,861,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,861,0,0,861,0,0,1,0,1,1,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1961,0,1,0,0,2,539,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,158,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82500,11.3205535723228
310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,12378,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,5,2003,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1274,1,0,0,0,0,0,0,0,622,1896,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1944,0,0,1944,1,0,2,0,3,1,0,0,1,0,8,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,2003,0,0,1,0,3,708,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,208,175,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,360000,12.7938593104323
311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,7685,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1993,1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,518,1,0,0,0,0,0,0,0,179,697,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,697,804,0,1501,0,0,2,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1993,0,0,1,0,2,420,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,190,63,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165600,12.0173305209333
312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,8000,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,6,1948,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,680,1,0,0,0,0,0,0,0,292,972,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,972,0,0,972,1,0,1,0,2,1,0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1948,0,1,0,0,1,240,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132000,11.7905572015685
313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65,7800,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,7,1939,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,507,1,0,0,0,0,0,0,0,286,793,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,793,325,0,1118,1,0,1,0,3,1,0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1939,0,1,0,0,2,410,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,271,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119900,11.6944133410156
314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150,215245,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1965,1965,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1236,0,0,0,0,1,0,0,820,80,2136,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2036,0,0,2036,2,0,2,0,3,1,0,1,0,0,8,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1965,1,0,0,0,2,513,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,375000,12.8346813049525
315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,9600,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,7,1925,1990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,0,0,0,0,712,728,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,832,809,0,1641,0,1,1,1,3,1,0,0,1,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1925,0,1,0,0,2,546,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,234,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178000,12.0895388292742
316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,7795,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2004,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,425,1,0,0,0,0,0,0,0,291,716,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,716,716,0,1432,1,0,2,1,3,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2004,0,0,1,0,2,432,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100,51,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,188500,12.1468532858702
317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,94,13005,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,7,1980,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,278,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,692,1,0,0,0,0,0,0,0,153,845,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1153,1200,0,2353,1,0,2,1,4,1,0,0,1,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1983,1,0,0,0,2,484,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,288,195,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260000,12.4684369099977
318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,9000,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,5,2006,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1088,1088,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1088,871,0,1959,0,0,2,1,3,1,1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2006,1,0,0,0,3,1025,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,208,46,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270000,12.5061772379805
319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,9900,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,5,1993,1993,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,256,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,987,1,0,0,0,0,0,0,0,360,1347,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1372,1274,0,2646,1,0,2,1,4,1,1,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1993,1,0,0,0,3,656,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,340,60,144,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260000,12.4684369099977
320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,14115,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1980,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1036,1,0,0,0,0,0,0,0,336,1372,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1472,0,0,1472,1,0,2,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1980,0,1,0,0,2,588,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,233,48,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187500,12.1415341243926
